2014-04-26 16:17:28,909 	 1	13554	192.168.122.17	47030	192.168.122.1	5001	IN	8540M
2014-04-26 16:17:28,910 	 1	13554	192.168.122.1	5001	192.168.122.17	47030	OUT	8784K
2014-04-26 16:17:57,736 	 1	13554	192.168.122.17	47031	192.168.122.1	5001	IN	8920M
2014-04-26 16:17:57,737 	 1	13554	192.168.122.1	5001	192.168.122.17	47031	OUT	9383K
2014-04-26 16:21:18,524 	 1	13554	192.168.122.17	47035	192.168.122.1	5001	IN	4876M
2014-04-26 16:21:18,525 	 1	13554	192.168.122.1	5001	192.168.122.17	47035	OUT	4431K
2014-04-26 16:21:20,767 	 1	13554	192.168.122.17	47036	192.168.122.1	5001	IN	4426M
2014-04-26 16:21:20,768 	 1	13554	192.168.122.1	5001	192.168.122.17	47036	OUT	3909K
